Datum,Zeitstempel,Produkt-ID,Produkt-Typ
8/1/2022,17:21:06,4271,A
8/1/2022,9:06:24,4283,A
8/1/2022,18:45:52,4306,A
8/1/2022,2:59:30,4340,A
8/1/2022,12:22:36,4391,B
8/1/2022,17:04:36,4413,D
8/1/2022,18:47:29,4425,C
8/1/2022,10:29:13,4491,D
8/1/2022,6:14:32,4520,A
8/1/2022,16:38:58,4605,A
8/1/2022,1:49:08,4617,B
8/1/2022,10:34:35,4628,C
8/1/2022,18:05:37,4631,C
8/1/2022,11:35:32,4668,D
8/1/2022,23:42:11,4671,B
8/1/2022,18:15:15,4687,C
8/1/2022,22:25:49,4696,C
8/1/2022,18:11:51,4702,A
8/1/2022,5:55:56,4719,A
8/1/2022,1:18:22,4730,C
8/1/2022,18:52:37,4739,A
8/1/2022,1:35:18,4763,D
8/1/2022,1:17:46,4799,D
8/1/2022,5:34:59,4850,B
8/1/2022,10:28:47,4854,B
8/1/2022,6:06:53,4863,A
8/1/2022,20:54:42,4878,C
8/1/2022,2:44:53,4937,C
8/1/2022,14:53:01,4938,B
8/1/2022,5:08:38,4947,D
8/1/2022,5:11:25,4954,C
8/1/2022,6:03:56,4962,B
8/1/2022,19:24:07,5005,A
8/1/2022,10:47:41,5041,D
8/1/2022,21:13:36,5097,C
8/1/2022,5:40:32,5099,C
8/1/2022,0:12:12,5101,D
8/1/2022,13:15:00,5117,B
8/1/2022,4:59:27,5131,B
8/1/2022,11:14:25,5161,A
8/1/2022,21:29:50,5162,D
8/1/2022,6:51:32,5172,C
8/1/2022,1:19:46,5183,B
8/1/2022,2:06:59,5204,B
8/1/2022,14:36:20,5222,B
8/1/2022,2:32:07,5226,A
8/1/2022,7:46:50,5265,A
8/1/2022,3:02:07,5272,C
8/1/2022,9:17:35,5291,C
8/1/2022,18:32:01,5297,C
8/1/2022,23:13:05,5310,C
8/1/2022,1:29:12,5313,C
8/1/2022,0:46:06,5326,C
8/1/2022,1:14:03,5392,D
8/1/2022,21:06:20,5436,D
8/1/2022,21:21:04,5469,B
8/1/2022,13:09:12,5503,C
8/1/2022,10:52:47,5504,C
8/1/2022,7:50:50,5510,A
8/1/2022,17:43:20,5603,C
8/1/2022,16:47:33,5609,D
8/1/2022,17:03:13,5711,B
8/1/2022,2:09:39,5712,C
8/1/2022,18:36:13,5740,D
8/1/2022,3:45:53,5747,C
8/1/2022,2:37:46,5768,C
8/1/2022,22:27:18,5770,A
8/1/2022,21:49:49,5810,A
8/1/2022,4:24:05,5829,A
8/1/2022,13:23:52,5996,D
8/1/2022,12:34:42,6005,A
8/1/2022,0:02:49,6039,C
8/1/2022,1:21:52,6081,C
8/1/2022,20:44:53,6084,A
8/1/2022,8:01:36,6086,C
8/1/2022,17:30:07,6093,B
8/1/2022,1:40:56,6125,D
8/1/2022,6:07:00,6142,A
8/1/2022,21:54:41,6201,C
8/1/2022,7:53:13,6207,C
8/1/2022,10:07:35,6258,B
8/1/2022,17:00:03,6262,A
8/1/2022,18:55:11,6303,A
8/1/2022,13:34:40,6336,C
8/1/2022,4:59:29,6346,A
8/1/2022,10:55:40,6350,B
8/1/2022,9:49:53,6384,C
8/1/2022,15:43:56,6425,D
8/1/2022,8:54:31,6496,B
8/1/2022,20:12:46,6661,B
8/1/2022,12:14:51,6666,A
8/1/2022,20:17:41,6735,C
8/1/2022,0:41:31,6797,C
8/1/2022,7:56:40,6804,D
8/1/2022,2:46:47,6808,A
8/1/2022,3:04:14,6816,D
8/1/2022,0:38:15,6819,A
8/1/2022,15:45:38,6829,B
8/1/2022,11:33:03,6837,B
8/1/2022,2:45:00,6838,D
8/1/2022,10:05:41,6882,A
8/1/2022,15:41:41,6885,C
8/1/2022,10:55:31,6919,D
8/1/2022,7:24:26,6923,D
8/1/2022,17:13:13,6956,C
8/1/2022,6:26:47,7004,D
8/1/2022,6:54:03,7034,B
8/1/2022,21:10:51,7071,C
8/1/2022,1:45:12,7088,C
8/1/2022,7:39:46,7131,D
8/1/2022,7:51:04,7155,B
8/1/2022,0:42:44,7157,A
8/1/2022,0:48:16,7162,B
8/1/2022,4:21:49,7176,C
8/1/2022,7:46:13,7202,C
8/1/2022,0:12:46,7203,A
8/1/2022,2:12:10,7216,D
8/1/2022,8:12:12,7236,D
8/1/2022,19:41:01,7275,D
8/1/2022,4:20:36,7278,D
8/1/2022,6:46:07,7349,B
8/1/2022,21:08:05,7371,B
8/1/2022,21:25:58,7398,A
8/1/2022,12:44:08,7409,A
8/1/2022,18:41:38,7419,D
8/1/2022,16:33:50,7423,A
8/1/2022,16:30:38,7489,D
8/1/2022,23:43:33,7514,D
8/1/2022,6:22:19,7569,D
8/1/2022,23:34:58,7619,A
8/1/2022,23:14:14,7637,A
8/1/2022,20:30:35,7689,A
8/1/2022,17:24:50,7763,B
8/1/2022,20:10:53,7770,A
8/1/2022,14:51:42,7805,A
8/1/2022,22:11:36,7817,C
8/1/2022,9:38:30,7828,A
8/1/2022,21:13:00,7928,B
8/1/2022,0:48:07,7937,C
8/1/2022,9:29:18,7942,C
8/1/2022,4:41:10,7956,D
8/1/2022,2:36:00,7992,D
8/1/2022,12:10:42,8048,D
8/1/2022,21:03:32,8053,A
8/1/2022,3:38:00,8058,B
8/1/2022,5:51:36,8087,A
8/1/2022,18:25:00,8163,C
8/1/2022,8:31:37,8171,B
8/1/2022,0:35:28,8241,C
8/1/2022,19:11:26,8245,A
8/1/2022,15:38:12,8264,C
8/1/2022,6:13:27,8365,A
8/1/2022,17:47:43,8378,C
8/1/2022,18:31:54,8427,A
8/1/2022,9:25:07,8460,A
8/1/2022,11:29:41,8490,D
8/1/2022,21:46:53,8513,C
8/1/2022,16:36:05,8579,B
8/1/2022,6:15:35,8612,C
8/1/2022,9:52:45,8616,A
8/1/2022,8:38:30,8644,A
8/1/2022,22:42:49,8718,D
8/1/2022,12:58:32,8729,B
8/1/2022,5:49:04,8734,D
8/1/2022,1:09:29,8740,B
8/1/2022,0:47:08,8746,A
8/1/2022,7:10:07,8768,A
8/1/2022,18:13:52,8785,A
8/1/2022,11:23:32,8791,D
8/1/2022,9:19:56,8803,D
8/1/2022,13:42:10,8841,C
8/1/2022,21:41:46,8854,A
8/1/2022,5:12:03,8864,C
8/1/2022,1:47:41,8867,A
8/1/2022,6:01:45,8875,A
8/1/2022,10:20:39,8892,C
8/1/2022,11:47:51,8918,C
8/1/2022,10:22:10,8947,C
8/1/2022,8:57:33,8949,D
8/1/2022,16:06:05,8963,D
8/1/2022,10:36:58,8976,B
8/1/2022,19:46:58,8985,B
8/1/2022,5:59:39,9041,C
8/1/2022,14:19:52,9056,D
8/1/2022,10:15:54,9074,B
8/1/2022,7:41:30,9119,C
8/1/2022,0:00:38,9124,D
8/1/2022,15:22:05,9154,A
8/1/2022,8:24:17,9163,C
8/1/2022,14:03:55,9236,B
8/1/2022,12:17:11,9357,B
8/1/2022,21:48:54,9444,D
8/1/2022,6:12:16,9481,C
8/1/2022,2:40:53,9551,D
8/1/2022,10:57:15,9566,A
8/1/2022,19:48:27,9609,D
8/1/2022,12:31:23,9611,B
8/1/2022,21:45:31,9636,B
8/1/2022,12:42:36,9647,A
8/1/2022,8:55:16,9663,C
8/1/2022,7:48:48,9687,D
8/1/2022,9:56:00,9698,B
8/1/2022,0:32:44,9738,B
8/1/2022,16:40:35,9742,B
8/1/2022,5:49:30,9783,D
8/1/2022,8:57:15,9795,D
8/1/2022,13:53:34,9948,A
8/1/2022,16:47:17,9984,A
8/2/2022,0:57:03,53,B
8/2/2022,12:28:24,125,D
8/2/2022,13:30:00,142,C
8/2/2022,5:05:55,146,B
8/2/2022,11:33:52,152,D
8/2/2022,20:16:01,185,A
8/2/2022,23:29:06,196,D
8/2/2022,3:49:29,244,B
8/2/2022,17:43:34,250,B
8/2/2022,7:38:54,283,A
8/2/2022,21:16:24,401,B
8/2/2022,14:49:31,403,B
8/2/2022,11:40:21,411,A
8/2/2022,7:20:10,456,A
8/2/2022,7:21:15,470,A
8/2/2022,8:36:00,494,B
8/2/2022,1:56:43,543,A
8/2/2022,15:50:29,572,B
8/2/2022,0:38:09,639,A
8/2/2022,14:09:46,870,C
8/2/2022,16:56:20,944,A
8/2/2022,1:16:11,990,D
8/2/2022,19:48:23,1043,A
8/2/2022,22:01:28,1099,D
8/2/2022,11:57:25,1168,D
8/2/2022,11:43:52,1175,C
8/2/2022,16:59:08,1240,C
8/2/2022,23:09:15,1277,A
8/2/2022,15:36:43,1316,B
8/2/2022,5:53:00,1360,B
8/2/2022,7:39:55,1373,C
8/2/2022,23:44:18,1384,B
8/2/2022,12:33:38,1424,B
8/2/2022,19:27:36,1448,C
8/2/2022,18:59:55,1474,C
8/2/2022,10:37:07,1509,C
8/2/2022,7:11:04,1555,B
8/2/2022,18:00:14,1696,C
8/2/2022,3:38:44,1750,B
8/2/2022,11:53:30,1775,B
8/2/2022,9:15:13,1781,B
8/2/2022,13:31:22,1839,A
8/2/2022,12:56:16,1847,A
8/2/2022,1:09:51,1870,B
8/2/2022,20:47:42,1938,B
8/2/2022,2:36:48,1941,A
8/2/2022,22:41:59,1963,C
8/2/2022,3:50:23,1971,A
8/2/2022,5:38:59,1992,A
8/2/2022,19:07:08,2018,D
8/2/2022,1:58:48,2075,A
8/2/2022,6:14:59,2088,A
8/2/2022,12:51:31,2132,C
8/2/2022,9:28:00,2143,A
8/2/2022,14:41:20,2150,B
8/2/2022,0:31:23,2240,D
8/2/2022,8:39:13,2307,D
8/2/2022,16:00:11,2349,B
8/2/2022,14:15:20,2457,C
8/2/2022,19:25:41,2484,A
8/2/2022,14:02:47,2553,D
8/2/2022,11:20:00,2568,B
8/2/2022,9:09:49,2582,A
8/2/2022,1:34:20,2669,D
8/2/2022,14:30:25,2694,B
8/2/2022,21:14:29,2705,A
8/2/2022,20:38:00,2714,C
8/2/2022,10:27:18,2828,C
8/2/2022,23:46:15,2835,D
8/2/2022,8:50:29,2874,A
8/2/2022,3:36:40,2884,D
8/2/2022,12:57:06,2886,A
8/2/2022,10:23:25,2892,D
8/2/2022,1:33:58,2900,A
8/2/2022,17:52:09,2970,A
8/2/2022,22:25:04,2989,A
8/2/2022,8:53:45,3042,A
8/2/2022,16:25:53,3058,A
8/2/2022,17:45:35,3159,C
8/2/2022,12:54:24,3216,A
8/2/2022,19:09:26,3223,C
8/2/2022,3:22:37,3252,B
8/2/2022,10:25:27,3317,B
8/2/2022,15:44:34,3340,C
8/2/2022,12:44:38,3359,B
8/2/2022,9:27:24,3382,A
8/2/2022,11:40:15,3394,C
8/2/2022,1:13:00,3396,A
8/2/2022,4:05:46,3400,C
8/2/2022,23:34:47,3407,B
8/2/2022,10:55:11,3414,A
8/2/2022,5:41:54,3420,D
8/2/2022,17:09:13,3422,C
8/2/2022,21:38:00,3431,D
8/2/2022,0:42:10,3459,A
8/2/2022,1:23:21,3518,D
8/2/2022,15:24:49,3519,A
8/2/2022,20:16:53,3520,A
8/2/2022,5:49:04,3539,D
8/2/2022,19:25:00,3600,A
8/2/2022,14:06:14,3615,D
8/2/2022,23:05:59,3621,C
8/2/2022,5:00:10,3645,D
8/2/2022,3:45:41,3660,B
8/2/2022,16:10:46,3669,D
8/2/2022,23:07:05,3674,A
8/2/2022,4:09:37,3716,B
8/2/2022,22:28:31,3753,D
8/2/2022,2:36:33,3779,D
8/2/2022,7:11:54,3793,D
8/2/2022,12:31:37,3810,B
8/2/2022,1:36:53,3819,D
8/2/2022,22:13:40,3839,D
8/2/2022,8:32:15,3853,B
8/2/2022,7:43:39,3875,B
8/2/2022,9:50:57,3881,C
8/2/2022,14:19:20,3902,D
8/2/2022,1:38:41,3921,D
8/2/2022,6:21:51,3923,D
8/2/2022,0:25:15,3926,D
8/2/2022,4:30:27,3949,D
8/2/2022,0:07:39,3988,D
8/2/2022,21:05:59,4011,C
8/2/2022,8:10:52,4052,A
8/2/2022,19:37:07,4154,D
8/2/2022,8:12:21,4155,B
8/2/2022,17:21:53,4194,D
8/2/2022,1:27:29,4207,A
8/2/2022,0:07:46,4224,B
8/2/2022,19:53:03,4243,D
8/2/2022,19:42:12,4248,B
8/2/2022,3:14:00,4317,A
8/2/2022,0:50:43,4328,C
8/2/2022,19:03:10,4350,B
8/2/2022,10:58:03,4375,D
8/2/2022,13:00:41,4380,B
8/2/2022,0:18:34,4392,D
8/2/2022,6:41:34,4459,D
8/2/2022,13:24:34,4473,C
8/2/2022,23:27:11,4519,A
8/2/2022,6:08:18,4549,A
8/2/2022,21:41:43,4581,C
8/2/2022,11:08:35,4597,C
8/2/2022,0:58:31,4602,A
8/2/2022,22:32:14,4637,D
8/2/2022,9:51:35,4656,A
8/2/2022,14:55:44,4720,D
8/2/2022,7:52:29,4726,C
8/2/2022,22:41:18,4727,C
8/2/2022,19:52:57,4744,A
8/2/2022,17:04:27,4750,B
8/2/2022,18:44:59,4819,B
8/2/2022,1:58:03,4844,D
8/2/2022,22:26:34,4851,D
8/2/2022,6:59:02,4874,B
8/2/2022,9:20:28,4880,B
8/2/2022,12:04:37,4911,A
8/2/2022,8:04:32,4951,B
8/2/2022,6:16:00,4994,A
8/2/2022,21:25:46,5048,D
8/2/2022,23:13:11,5050,C
8/2/2022,4:23:14,5066,C
8/2/2022,15:49:34,5085,D
8/2/2022,16:10:36,5100,C
8/2/2022,17:36:41,5123,C
8/2/2022,9:44:40,5174,B
8/2/2022,9:57:30,5242,B
8/2/2022,11:42:38,5330,B
8/2/2022,17:35:09,5354,D
8/2/2022,22:44:54,5368,C
8/2/2022,9:17:02,5375,C
8/2/2022,1:11:01,5423,B
8/2/2022,1:17:00,5428,D
8/2/2022,23:33:51,5447,C
8/2/2022,3:40:43,5494,D
8/2/2022,2:25:18,5512,B
8/2/2022,16:18:27,5520,A
8/2/2022,10:58:58,5540,B
8/2/2022,23:03:01,5545,A
8/2/2022,7:23:16,5611,D
8/2/2022,2:54:00,5654,C
8/2/2022,5:05:59,5656,C
8/2/2022,13:07:59,5675,A
8/2/2022,3:40:19,5751,D
8/2/2022,12:37:01,5752,D
8/2/2022,22:16:49,5789,B
8/2/2022,12:34:16,5805,B
8/2/2022,2:27:19,5838,A
8/2/2022,7:59:33,5901,A
8/2/2022,19:02:27,5916,C
8/2/2022,13:00:55,5920,B
8/2/2022,22:45:03,5952,C
8/2/2022,7:20:23,5963,B
8/2/2022,6:42:16,5966,B
8/2/2022,4:01:11,6007,D
8/2/2022,15:04:13,6011,C
8/2/2022,23:27:40,6117,C
8/2/2022,5:16:25,6118,D
8/2/2022,11:21:56,6182,A
8/2/2022,19:52:25,6189,B
8/2/2022,21:00:57,6268,C
8/2/2022,7:56:28,6319,D
8/2/2022,16:12:08,6335,D
8/2/2022,6:43:35,6337,B
8/2/2022,3:01:37,6368,C
8/2/2022,8:13:15,6369,C
8/2/2022,5:15:17,6404,C
8/2/2022,23:36:13,6434,C
8/2/2022,13:54:41,6471,A
8/2/2022,12:45:16,6474,C
8/2/2022,10:00:59,6481,C
8/2/2022,14:52:57,6490,D
8/2/2022,16:18:51,6519,A
8/2/2022,5:33:59,6526,C
8/2/2022,12:23:00,6547,C
8/2/2022,17:27:12,6567,D
8/2/2022,1:46:31,6574,B
8/2/2022,11:47:21,6582,B
8/2/2022,21:47:37,6662,A
8/2/2022,23:03:09,6670,B
8/2/2022,11:39:31,6685,A
8/2/2022,3:20:38,6689,B
8/2/2022,13:49:42,6775,C
8/2/2022,5:09:10,6856,A
8/2/2022,3:05:31,6867,C
8/2/2022,20:36:00,6889,A
8/2/2022,1:36:55,6894,B
8/2/2022,19:17:51,6901,A
8/2/2022,10:16:24,6930,B
8/2/2022,19:10:48,6945,C
8/2/2022,7:32:11,6999,C
8/2/2022,0:16:32,7024,D
8/2/2022,1:29:33,7095,A
8/2/2022,16:19:57,7125,C
8/2/2022,4:40:07,7129,B
8/2/2022,21:41:37,7142,D
8/2/2022,3:24:14,7222,B
8/2/2022,17:35:27,7298,D
8/2/2022,23:30:27,7364,D
8/2/2022,14:45:13,7390,D
8/2/2022,7:16:16,7395,B
8/2/2022,19:12:30,7402,A
8/2/2022,22:41:20,7424,D
8/2/2022,8:19:54,7499,A
8/2/2022,2:15:41,7522,C
8/2/2022,6:36:41,7598,C
8/2/2022,7:29:10,7676,D
8/2/2022,1:24:27,7686,D
8/2/2022,3:05:26,7846,B
8/2/2022,23:02:47,7873,B
8/2/2022,23:04:16,7883,D
8/2/2022,3:58:16,7906,A
8/2/2022,12:14:36,7929,C
8/2/2022,18:54:39,7953,C
8/2/2022,6:42:35,7970,A
8/2/2022,16:57:30,8093,B
8/2/2022,13:44:06,8120,C
8/2/2022,20:12:49,8125,D
8/2/2022,0:48:53,8129,B
8/2/2022,6:21:43,8180,C
8/2/2022,18:15:17,8259,A
8/2/2022,0:32:14,8394,D
8/2/2022,3:41:16,8414,B
8/2/2022,17:06:26,8540,B
8/2/2022,7:58:43,8573,B
8/2/2022,8:30:37,8588,C
8/2/2022,20:37:26,8603,D
8/2/2022,20:16:12,8607,A
8/2/2022,23:38:54,8631,D
8/2/2022,2:35:05,8634,D
8/2/2022,9:27:22,8637,A
8/2/2022,0:56:02,8648,C
8/2/2022,10:55:15,8653,A
8/2/2022,14:05:09,8665,B
8/2/2022,0:16:41,8681,D
8/2/2022,10:21:33,8688,A
8/2/2022,8:35:36,8690,B
8/2/2022,15:38:41,8751,A
8/2/2022,23:55:15,8759,D
8/2/2022,11:33:46,8808,B
8/2/2022,16:28:38,8837,D
8/2/2022,20:24:31,8851,A
8/2/2022,0:58:14,8855,B
8/2/2022,21:42:19,8860,A
8/2/2022,7:21:41,8928,A
8/2/2022,2:00:23,8957,B
8/2/2022,8:16:26,9040,C
8/2/2022,10:34:15,9052,A
8/2/2022,11:18:49,9065,B
8/2/2022,4:16:07,9139,B
8/2/2022,22:23:19,9171,D
8/2/2022,19:21:09,9231,B
8/2/2022,15:42:57,9257,A
8/2/2022,22:07:19,9274,B
8/2/2022,2:42:13,9277,B
8/2/2022,18:54:49,9291,D
8/2/2022,4:54:16,9349,A
8/2/2022,5:33:04,9373,B
8/2/2022,6:24:15,9375,B
8/2/2022,9:38:03,9397,B
8/2/2022,1:58:43,9405,B
8/2/2022,3:58:25,9422,A
8/2/2022,11:17:30,9441,D
8/2/2022,5:04:02,9528,D
8/2/2022,10:06:05,9565,C
8/2/2022,20:49:19,9574,A
8/2/2022,4:31:32,9638,C
8/2/2022,20:33:20,9680,D
8/2/2022,0:57:56,9689,B
8/2/2022,17:59:09,9712,A
8/2/2022,2:22:16,9716,A
8/2/2022,16:21:05,9741,D
8/2/2022,6:40:40,9772,C
8/2/2022,11:01:43,9785,C
8/2/2022,3:51:09,9791,C
8/2/2022,3:53:10,9807,A
8/2/2022,10:09:17,9809,D
8/2/2022,20:37:42,9869,C
8/2/2022,23:54:36,9875,A
8/2/2022,0:44:58,9907,B
8/2/2022,10:36:13,9979,C
8/3/2022,20:29:07,17,B
8/3/2022,10:50:53,119,D
8/3/2022,4:25:50,237,A
8/3/2022,20:44:13,238,C
8/3/2022,5:27:29,256,C
8/3/2022,21:18:37,282,C
8/3/2022,23:26:12,340,D
8/3/2022,1:34:56,357,B
8/3/2022,3:24:00,481,C
8/3/2022,0:57:10,493,B
8/3/2022,17:02:52,536,B
8/3/2022,7:27:19,585,B
8/3/2022,21:07:59,590,D
8/3/2022,8:23:26,597,A
8/3/2022,12:00:49,606,B
8/3/2022,7:03:35,647,D
8/3/2022,3:12:09,746,A
8/3/2022,8:30:21,898,C
8/3/2022,14:58:13,942,A
8/3/2022,11:57:29,951,A
8/3/2022,7:19:22,976,B
8/3/2022,7:54:11,1011,B
8/3/2022,13:10:00,1032,A
8/3/2022,19:24:57,1110,B
8/3/2022,9:18:21,1114,A
8/3/2022,6:50:15,1134,C
8/3/2022,3:30:58,1136,B
8/3/2022,16:22:18,1141,C
8/3/2022,0:20:09,1158,C
8/3/2022,8:16:23,1172,D
8/3/2022,0:04:44,1231,D
8/3/2022,1:14:16,1234,C
8/3/2022,15:42:22,1247,A
8/3/2022,10:37:46,1248,B
8/3/2022,12:39:56,1312,C
8/3/2022,9:17:05,1334,B
8/3/2022,2:12:05,1343,A
8/3/2022,4:08:22,1433,C
8/3/2022,18:53:27,1446,B
8/3/2022,23:02:54,1496,B
8/3/2022,3:14:52,1510,A
8/3/2022,8:56:31,1531,D
8/3/2022,10:26:40,1592,C
8/3/2022,11:18:56,1602,B
8/3/2022,4:43:19,1634,C
8/3/2022,2:02:07,1635,A
8/3/2022,14:33:52,1691,A
8/3/2022,10:20:25,1724,A
8/3/2022,6:38:30,1796,A
8/3/2022,23:10:28,1821,B
8/3/2022,6:48:37,1826,D
8/3/2022,18:30:12,1843,A
8/3/2022,6:09:14,1871,D
8/3/2022,4:56:04,1897,A
8/3/2022,1:41:48,1910,B
8/3/2022,9:58:41,1918,A
8/3/2022,16:55:01,1919,C
8/3/2022,6:31:32,1931,A
8/3/2022,22:53:12,2005,A
8/3/2022,16:03:15,2006,A
8/3/2022,21:32:49,2011,D
8/3/2022,3:26:55,2127,C
8/3/2022,12:18:30,2177,D
8/3/2022,15:15:19,2221,D
8/3/2022,9:47:05,2325,D
8/3/2022,17:00:20,2373,C
8/3/2022,20:14:18,2380,B
8/3/2022,8:33:03,2383,C
8/3/2022,18:41:55,2386,A
8/3/2022,6:58:39,2403,D
8/3/2022,6:00:08,2413,A
8/3/2022,10:31:38,2420,B
8/3/2022,22:35:26,2434,B
8/3/2022,22:13:34,2440,C
8/3/2022,10:31:00,2476,A
8/3/2022,0:31:40,2478,D
8/3/2022,10:36:18,2495,B
8/3/2022,3:00:43,2563,B
8/3/2022,6:53:44,2633,B
8/3/2022,16:12:34,2687,D
8/3/2022,17:02:50,2736,A
8/3/2022,5:01:45,2743,D
8/3/2022,14:21:36,2750,B
8/3/2022,22:33:22,2773,A
8/3/2022,0:42:29,2817,D
8/3/2022,13:20:54,2868,C
8/3/2022,23:19:47,2872,C
8/3/2022,18:15:09,2945,B
8/3/2022,21:02:02,3010,C
8/3/2022,0:40:31,3026,B
8/3/2022,19:33:41,3036,B
8/3/2022,21:20:00,3088,A
8/3/2022,17:17:00,3107,C
8/3/2022,20:50:51,3114,D
8/3/2022,1:08:47,3116,D
8/3/2022,17:13:50,3145,A
8/3/2022,22:24:18,3155,A
8/3/2022,0:53:53,3166,D
8/3/2022,10:57:41,3187,D
8/3/2022,4:55:30,3199,B
8/3/2022,19:42:48,3209,A
8/3/2022,11:43:47,3285,D
8/3/2022,11:39:09,3351,C
8/3/2022,11:45:33,3442,B
8/3/2022,13:57:14,3500,B
8/3/2022,21:07:53,3555,A
8/3/2022,23:44:55,3566,D
8/3/2022,18:28:26,3594,C
8/3/2022,12:54:35,3596,A
8/3/2022,22:35:19,3603,C
8/3/2022,22:43:39,3608,C
8/3/2022,1:53:35,3655,A
8/3/2022,3:19:52,3685,B
8/3/2022,11:48:22,3687,B
8/3/2022,1:40:02,3690,D
8/3/2022,19:42:56,3720,A
8/3/2022,20:44:48,3732,A
8/3/2022,20:57:55,3737,B
8/3/2022,10:22:29,3754,C
8/3/2022,14:07:29,3780,D
8/3/2022,0:53:43,3808,B
8/3/2022,4:53:10,3851,C
8/3/2022,11:33:55,3861,D
8/3/2022,19:59:31,3870,D
8/3/2022,6:06:10,3876,D
